timestamp,Global_active_power,Global_reactive_power,Voltage,Global_intensity
1166275260,3.412,0.055999999999999994,236.94,14.4
1166275320,2.542,0.068,238.17,11.4
1166275380,2.82,0.062,237.42,12.4
1166275440,3.41,0.054000000000000006,236.91,14.4
1166275500,3.392,0.052000000000000005,236.24,14.2
1166275560,2.878,0.06,237.17,12.6
1166275620,1.848,0.11199999999999999,238.59,8.4
1166275680,3.4939999999999998,0.14400000000000002,237.43,14.6
1166275740,3.42,0.0,237.73,14.2
1166275800,3.2260000000000004,0.0,237.2,13.8
1166275860,1.9480000000000002,0.0,238.41,9.0
1166275920,3.392,0.0,236.6,14.2
1166275980,3.3680000000000003,0.0,236.12,14.2
1166276040,3.378,0.0,236.54,14.2
1166276100,1.8719999999999999,0.0,238.48,8.6
1166276160,3.2119999999999997,0.0,237.27,13.6
1166276220,3.346,0.0,237.06,14.0
1166276280,3.3080000000000003,0.07200000000000001,236.49,14.0
1166276340,3.302,0.07200000000000001,236.28,13.8
1166276400,2.36,0.064,236.89,10.8
1166276460,2.6519999999999997,0.046,236.64,11.8
1166276520,3.392,0.0,236.58,14.2
1166276580,3.398,0.0,236.83,14.2
1166276640,3.424,0.046,237.75,14.4
1166276700,1.86,0.066,239.69,8.4
1166276760,3.25,0.08199999999999999,238.95,13.8
1166276820,3.502,0.172,236.46,14.8
1166276880,3.484,0.17,235.98,14.6
1166276940,3.478,0.168,235.85,14.6
1166277000,1.696,0.19399999999999998,238.19,7.6
1166277060,3.4939999999999998,0.17,236.28,14.8
1166277120,3.4819999999999998,0.17,236.4,14.6
1166277180,3.48,0.17,236.46,14.6
1166277240,3.4739999999999998,0.168,236.28,14.6
1166277300,2.3080000000000003,0.184,237.33,10.6
1166277360,2.926,0.17800000000000002,237.09,12.8
1166277420,3.472,0.17,236.39,14.6
1166277480,3.48,0.17,236.75,14.6
1166277540,3.4539999999999997,0.168,235.73,14.6
1166277600,3.464,0.17,236.03,14.6
1166277660,1.786,0.096,237.68,8.2
1166277720,3.182,0.0,235.99,13.6
1166277780,3.378,0.0,236.26,14.2
1166277840,3.372,0.0,236.03,14.2
1166277900,3.362,0.0,235.7,14.2
1166277960,3.112,0.0,236.08,13.4
1166278020,1.614,0.055999999999999994,237.31,7.4
1166278080,3.358,0.0,236.14,14.2
1166278140,3.388,0.0,236.61,14.2
1166278200,3.392,0.0,236.93,14.2
1166278260,2.81,0.0,237.97,12.4
1166278320,2.18,0.0,238.02,10.0
1166278380,3.37,0.0,236.06,14.2
1166278440,3.326,0.0,234.45,14.0
1166278500,2.778,0.0,235.31,12.0
1166278560,2.358,0.0,237.1,9.8
1166278620,0.96,0.054000000000000006,238.68,5.6
1166278680,1.6059999999999999,0.0,238.76,7.8
1166278740,2.35,0.0,238.59,9.8
1166278800,2.428,0.068,238.87,10.0
1166278860,2.0780000000000003,0.07200000000000001,238.97,9.2
1166278920,0.78,0.09,239.93,4.6
1166278980,2.426,0.068,239.05,10.0
1166279040,2.412,0.066,238.46,10.0
1166279100,2.428,0.07,239.68,10.0
1166279160,1.53,0.084,240.72,7.6
1166279220,1.3880000000000001,0.086,240.87,7.2
1166279280,2.424,0.07,239.71,10.0
1166279340,2.428,0.07200000000000001,239.89,10.0
1166279400,2.388,0.07,239.48,10.0
1166279460,0.376,0.1,241.64,1.6
1166279520,2.202,0.07400000000000001,240.07,9.6
1166279580,2.43,0.07,239.77,10.0
1166279640,2.346,0.052000000000000005,240.05,9.6
1166279700,1.916,0.054000000000000006,239.75,8.6
1166279760,0.384,0.0,240.58,2.4
1166279820,2.334,0.06,239.2,9.6
1166279880,2.32,0.06,238.84,9.6
1166279940,2.306,0.062,238.39,9.6
1166280000,2.306,0.064,238.39,9.6
1166280060,0.436,0.0,241.06,2.8
1166280120,1.584,0.05,240.89,7.8
1166280180,2.3280000000000003,0.062,239.46,9.6
1166280240,2.326,0.062,239.27,9.6
1166280300,2.334,0.06,239.57,9.6
1166280360,1.8459999999999999,0.054000000000000006,239.99,8.4
1166280420,0.284,0.0,242.04,1.2
1166280480,2.342,0.06,239.89,9.8
1166280540,2.392,0.0,239.91,10.0
1166280600,2.414,0.0,240.02,10.0
1166280660,2.414,0.0,239.97,10.0
1166280720,0.754,0.086,241.27,4.4
1166280780,1.42,0.17800000000000002,238.64,7.4
1166280840,2.468,0.162,237.47,10.4
1166280900,2.474,0.16399999999999998,238.05,10.4
1166280960,2.488,0.168,239.03,10.4
1166281020,1.81,0.182,240.28,8.6
1166281080,0.674,0.2,241.36,4.0
1166281140,2.444,0.094,239.42,10.2
1166281200,2.41,0.068,238.9,10.0
1166281260,2.412,0.07,239.13,10.0
1166281320,2.206,0.07200000000000001,239.37,9.4
1166281380,0.37,0.1,241.58,1.6
1166281440,2.104,0.076,240.11,9.2
1166281500,2.404,0.068,238.73,10.0
1166281560,2.418,0.07,239.52,10.0
1166281620,2.342,0.0,239.74,9.6
1166281680,1.262,0.046,240.96,6.8
1166281740,0.852,0.0,241.64,5.2
1166281800,2.34,0.06,240.05,9.6
1166281860,2.336,0.06,240.07,9.6
1166281920,2.334,0.06,239.99,9.6
1166281980,2.33,0.06,239.74,9.6
1166282040,1.038,0.0,241.17,6.0
1166282100,0.386,0.0,242.39,2.4
1166282160,2.35,0.06,240.41,9.6
1166282220,2.346,0.06,240.5,9.6
1166282280,2.346,0.06,240.55,9.6
1166282340,1.834,0.052000000000000005,240.97,8.4
1166282400,1.222,0.046,241.58,6.6
1166282460,2.342,0.06,240.21,9.6
1166282520,2.334,0.06,239.98,9.6
1166282580,1.666,0.052000000000000005,240.65,8.0
1166282640,1.198,0.0,241.68,6.6
1166282700,2.35,0.057999999999999996,240.7,9.6
1166282760,2.398,0.0,240.7,9.8
1166282820,2.444,0.07200000000000001,240.11,10.2
1166282880,0.406,0.098,241.71,2.0
1166282940,2.434,0.07200000000000001,240.13,10.0
1166283000,2.502,0.136,240.24,10.4
1166283060,2.5180000000000002,0.17600000000000002,240.53,10.4
1166283120,1.516,0.19,241.36,7.6
1166283180,1.4980000000000002,0.188,241.02,7.6
1166283240,2.508,0.174,240.06,10.4
1166283300,2.504,0.174,240.09,10.4
1166283360,2.492,0.172,239.49,10.4
1166283420,0.8140000000000001,0.204,242.16,4.8
1166283480,2.3040000000000003,0.18,240.95,9.8
1166283540,2.53,0.182,241.74,10.4
1166283600,2.378,0.0,241.18,9.8
1166283660,0.384,0.0,243.73,2.4
1166283720,2.37,0.057999999999999996,241.48,9.8
1166283780,2.358,0.057999999999999996,241.13,9.6
1166283840,2.352,0.057999999999999996,240.96,9.6
1166283900,0.41600000000000004,0.0,242.94,2.4
1166283960,2.654,0.062,240.74,11.0
1166284020,2.54,0.06,241.23,10.4
1166284080,2.526,0.057999999999999996,241.79,10.8
1166284140,1.206,0.0,241.83,5.4
1166284200,3.844,0.14800000000000002,238.71,16.6
1166284260,4.122,0.14,237.99,17.6
1166284320,3.458,0.0,238.89,14.8
1166284380,1.9880000000000002,0.05,240.26,9.2
1166284440,0.596,0.0,240.88,2.4
1166284500,1.29,0.0,240.69,6.8
1166284560,2.73,0.06,239.43,11.4
1166284620,2.734,0.062,239.81,11.4
1166284680,2.764,0.066,241.27,11.4
1166284740,2.5860000000000003,0.07,241.63,11.0
1166284800,1.044,0.152,242.73,4.4
1166284860,1.52,0.22,242.2,7.4
1166284920,3.0380000000000003,0.19399999999999998,240.14,12.6
1166284980,2.9739999999999998,0.19399999999999998,239.97,12.4
1166285040,2.846,0.198,240.39,11.8
1166285100,2.8480000000000003,0.198,240.59,11.8
1166285160,2.858,0.20199999999999999,241.14,11.8
1166285220,2.472,0.20800000000000002,241.62,10.8
1166285280,0.6579999999999999,0.244,243.75,3.0
1166285340,0.838,0.33399999999999996,242.09,4.8
1166285400,2.608,0.298,239.45,10.8
1166285460,2.5980000000000003,0.29600000000000004,239.44,10.8
1166285520,2.56,0.28600000000000003,238.71,10.8
1166285580,2.526,0.278,236.95,10.6
1166285640,2.472,0.19399999999999998,237.55,10.4
1166285700,1.6580000000000001,0.166,238.48,8.0
1166285760,0.42200000000000004,0.184,239.79,1.8
1166285820,0.79,0.17800000000000002,239.47,4.6
1166285880,2.436,0.12,238.51,10.2
1166285940,2.396,0.055999999999999994,239.03,10.0
1166286000,2.338,0.0,238.37,9.8
1166286060,2.3040000000000003,0.062,238.38,9.6
1166286120,0.276,0.0,240.56,1.2
1166286180,0.7120000000000001,0.0,239.84,4.6
1166286240,2.332,0.06,239.11,9.6
1166286300,2.344,0.057999999999999996,239.99,9.6
1166286360,2.354,0.057999999999999996,240.64,9.8
1166286420,2.332,0.06,239.45,9.6
1166286480,2.3680000000000003,0.055999999999999994,241.4,9.8
1166286540,0.612,0.0,243.68,4.0
1166286600,0.28600000000000003,0.0,244.03,1.2
1166286660,1.952,0.05,242.07,8.8
1166286720,2.376,0.055999999999999994,241.86,9.8
1166286780,2.374,0.055999999999999994,241.7,9.8
1166286840,2.406,0.0,240.0,10.0
1166286900,1.004,0.094,242.0,5.6
1166286960,0.38799999999999996,0.10400000000000001,242.58,1.6
1166287020,1.4580000000000002,0.09,242.3,7.4
1166287080,2.48,0.078,241.86,10.2
1166287140,2.454,0.07400000000000001,240.76,10.2
1166287200,2.468,0.078,241.52,10.2
1166287260,2.028,0.084,241.88,9.0
1166287320,0.382,0.10800000000000001,243.65,1.6
1166287380,0.902,0.098,242.62,5.2
1166287440,2.4659999999999997,0.076,241.43,10.2
1166287500,2.456,0.076,241.18,10.2
1166287560,2.45,0.07400000000000001,240.82,10.0
1166287620,2.448,0.07400000000000001,240.78,10.0
1166287680,0.93,0.0,242.94,5.6
1166287740,0.28600000000000003,0.0,243.84,1.2
1166287800,1.376,0.0,243.11,7.2
1166287860,2.456,0.048,241.98,10.0
1166287920,2.456,0.048,242.01,10.0
1166287980,2.444,0.046,241.38,10.0
1166288040,2.122,0.048,240.91,9.2
1166288100,0.35600000000000004,0.07,242.13,1.4
1166288160,0.9520000000000001,0.062,241.5,5.6
1166288220,2.426,0.0,240.45,10.0
1166288280,2.42,0.0,240.35,10.0
1166288340,2.412,0.0,240.65,10.0
1166288400,1.008,0.0,242.35,5.4
1166288460,0.43,0.0,243.4,1.8
1166288520,2.676,0.08800000000000001,240.69,11.4
1166288580,3.766,0.20800000000000002,239.13,15.6
1166288640,4.582,0.258,238.08,19.6
1166288700,5.282,0.15,237.38,22.4
1166288760,2.362,0.096,241.35,10.4
1166288820,3.25,0.084,240.95,13.6
1166288880,4.618,0.10400000000000001,239.61,19.6
1166288940,5.242000000000001,0.17800000000000002,239.49,21.8
1166289000,4.86,0.198,239.65,20.2
1166289060,3.738,0.23800000000000002,240.39,16.0
1166289120,3.426,0.256,240.31,14.4
1166289180,5.254,0.214,238.15,22.0
1166289240,5.246,0.23,237.91,22.0
1166289300,5.216,0.21,237.44,22.0
1166289360,3.858,0.24,238.52,16.6
1166289420,2.822,0.188,239.55,11.8
1166289480,3.84,0.16399999999999998,238.27,16.6
1166289540,4.636,0.14,237.37,19.4
1166289600,4.6339999999999995,0.152,237.17,19.4
1166289660,4.652,0.142,237.92,19.4
1166289720,3.13,0.13,239.82,14.6
1166289780,1.756,0.05,241.18,7.6
1166289840,3.478,0.0,239.84,15.0
1166289900,4.5,0.0,239.04,18.8
1166289960,3.552,0.0,240.29,14.8
1166290020,3.94,0.0,239.19,16.6
1166290080,2.44,0.0,240.8,10.0
1166290140,2.08,0.0,241.61,9.0
1166290200,3.6519999999999997,0.0,240.11,15.2
1166290260,4.4319999999999995,0.0,239.35,18.4
1166290320,4.46,0.0,240.08,18.6
1166290380,2.186,0.124,242.07,10.0
1166290440,2.358,0.124,241.54,9.8
1166290500,3.9539999999999997,0.098,239.84,16.8
1166290560,3.7460000000000004,0.106,240.36,15.6
1166290620,3.944,0.098,239.79,16.6
1166290680,3.68,0.102,239.55,15.8
1166290740,1.67,0.13,242.21,7.2
1166290800,3.214,0.11800000000000001,241.92,14.6
1166290860,4.5,0.0,240.42,18.6
1166290920,3.8,0.0,241.78,15.8
1166290980,2.6639999999999997,0.0,243.31,11.2
1166291040,2.528,0.122,242.92,10.4
1166291100,2.668,0.14,241.8,11.6
1166291160,4.256,0.184,240.29,17.8
1166291220,4.126,0.244,240.61,17.6
1166291280,3.216,0.27,242.14,15.0
1166291340,0.574,0.302,243.88,2.6
1166291400,2.344,0.272,241.49,10.8
1166291460,3.804,0.244,240.34,16.2
1166291520,4.622,0.24,239.59,19.2
1166291580,3.218,0.25,240.38,13.8
1166291640,0.774,0.294,242.43,4.2
1166291700,0.5720000000000001,0.3,243.55,2.6
1166291760,1.952,0.282,242.33,9.0
1166291820,2.608,0.188,241.86,10.8
1166291880,2.6,0.134,242.14,10.6
1166291940,2.568,0.132,241.97,10.6
1166292000,1.334,0.14800000000000002,242.14,7.0
1166292060,0.36200000000000004,0.124,244.33,1.6
1166292120,1.238,0.1,245.86,6.6
1166292180,2.448,0.08800000000000001,244.84,10.0
1166292240,2.426,0.08199999999999999,244.83,9.8
1166292300,1.794,0.098,245.8,8.4
1166292360,0.28800000000000003,0.11800000000000001,247.65,1.2
1166292420,0.608,0.12,247.49,3.8
1166292480,2.426,0.08199999999999999,244.73,9.8
1166292540,2.4419999999999997,0.08800000000000001,244.9,10.0
1166292600,2.428,0.084,244.77,9.8
1166292660,0.674,0.11599999999999999,247.47,4.4
1166292720,0.306,0.128,248.48,1.4
1166292780,2.09,0.094,247.01,9.0
1166292840,2.508,0.134,246.12,10.2
1166292900,2.228,0.126,246.32,9.4
1166292960,0.308,0.10800000000000001,248.01,1.4
1166293020,0.29,0.102,248.2,1.2
1166293080,2.4419999999999997,0.07200000000000001,245.61,10.0
1166293140,2.5140000000000002,0.156,245.29,10.2
1166293200,2.506,0.20199999999999999,243.75,10.2
1166293260,0.38799999999999996,0.23399999999999999,246.17,1.8
1166293320,0.5379999999999999,0.242,246.94,3.2
1166293380,2.496,0.142,245.35,10.2
1166293440,2.47,0.1,244.97,10.0
1166293500,2.448,0.096,244.97,10.0
1166293560,0.82,0.126,246.17,5.0
1166293620,0.308,0.13,247.3,1.4
1166293680,2.45,0.102,244.96,10.0
1166293740,2.432,0.092,244.2,9.8
1166293800,2.444,0.098,243.93,10.0
1166293860,1.97,0.1,244.35,8.8
1166293920,0.256,0.0,246.64,1.2
1166293980,0.508,0.0,246.7,3.6
1166294040,2.37,0.0,244.7,9.6
1166294100,2.352,0.0,245.05,9.6
1166294160,2.14,0.0,246.52,9.0
1166294220,0.212,0.0,248.94,0.8
1166294280,0.992,0.0,247.33,5.8
1166294340,2.362,0.0,245.39,9.6
1166294400,2.384,0.0,245.71,9.6
1166294460,1.9280000000000002,0.0,246.1,8.4
1166294520,0.218,0.0,249.37,1.0
1166294580,0.6559999999999999,0.0,249.07,4.4
1166294640,2.398,0.0,247.31,9.6
1166294700,2.412,0.0,247.26,9.6
1166294760,1.672,0.0,245.95,7.8
1166294820,0.226,0.0,246.16,1.0
1166294880,1.632,0.0,244.51,7.8
1166294940,2.352,0.0,243.91,9.6
1166295000,2.3280000000000003,0.046,243.68,9.4
1166295060,0.732,0.0,244.57,4.6
1166295120,0.20600000000000002,0.0,245.98,0.8
1166295180,2.332,0.0,244.32,9.6
1166295240,2.39,0.0,244.51,9.8
1166295300,2.476,0.1,244.84,10.0
1166295360,0.604,0.126,247.15,3.8
1166295420,0.38,0.17800000000000002,246.59,1.8
1166295480,1.774,0.21,244.52,8.4
1166295540,2.52,0.20199999999999999,243.43,10.4
1166295600,2.542,0.214,244.06,10.4
1166295660,2.228,0.294,245.05,9.8
1166295720,0.59,0.316,247.12,2.6
1166295780,1.354,0.316,246.86,7.0
1166295840,2.734,0.28,245.41,11.2
1166295900,2.734,0.28800000000000003,245.27,11.2
1166295960,2.002,0.214,245.79,9.0
1166296020,0.47200000000000003,0.14400000000000002,247.11,2.0
1166296080,0.8759999999999999,0.0,244.7,5.0
1166296140,2.324,0.046,243.24,9.4
1166296200,2.342,0.0,243.46,9.6
1166296260,2.326,0.046,243.57,9.4
1166296320,0.302,0.0,246.19,2.0
1166296380,0.20800000000000002,0.0,247.17,0.8
1166296440,2.022,0.0,245.69,8.8
1166296500,2.356,0.0,245.08,9.6
1166296560,2.346,0.0,243.7,9.6
1166296620,2.24,0.0,243.92,9.2
1166296680,0.22399999999999998,0.0,245.54,1.0
1166296740,0.424,0.0,244.88,3.2
1166296800,2.344,0.0,243.27,9.6
1166296860,2.3080000000000003,0.048,242.65,9.4
1166296920,2.338,0.0,243.29,9.6
1166296980,1.48,0.0,243.73,7.4
1166297040,0.222,0.0,245.29,1.0
1166297100,0.82,0.0,245.38,5.2
1166297160,2.352,0.0,243.84,9.6
1166297220,2.312,0.048,242.8,9.4
1166297280,2.324,0.0,242.52,9.6
