timestamp_0,timestamp_1,timestamp_2,timestamp_3,timestamp_4,timestamp_5,timestamp_6,timestamp_7,timestamp_8,timestamp_9,timestamp_10,PM2.5,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PM10
13621021,13621036,13621017,13621038,13621028,13621035,13621037,13621039,13621045,13621050,13621018,3.0,9.0,12.0,400.0,72.0,1.9,1028.2,-19.4,0.0,3.6,6.0
13621078,13621075,13621070,13621076,13621080,13621052,13621081,13621062,13621080,13621080,13621061,3.0,9.0,14.0,400.0,71.0,2.9,1028.2,-20.5,0.0,3.7,6.0
13621099,13621095,13621119,13621092,13621111,13621101,13621096,13621091,13621107,13621114,13621102,3.0,7.0,13.0,300.0,74.0,3.9,1027.3,-19.7,0.0,5.1,6.0
13621138,13621147,13621134,13621126,13621129,13621134,13621144,13621156,13621149,13621152,13621132,3.0,7.0,12.0,400.0,76.0,5.3,1026.2,-19.3,0.0,4.3,6.0
13621166,13621169,13621170,13621178,13621169,13621172,13621181,13621175,13621180,13621164,13621191,6.0,7.0,11.0,400.0,77.0,6.0,1025.9,-19.6,0.0,4.4,9.0
13621209,13621222,13621207,13621208,13621201,13621197,13621224,13621225,13621207,13621209,13621221,8.0,7.0,14.0,400.0,76.0,6.2,1025.7,-18.6,0.0,2.8,15.0
13621236,13621247,13621250,13621246,13621249,13621242,13621235,13621250,13621251,13621230,13621247,9.0,9.0,13.0,400.0,76.0,5.9,1025.6,-18.1,0.0,3.9,19.0
13621275,13621279,13621271,13621297,13621276,13621281,13621268,13621283,13621287,13621269,13621260,10.0,11.0,15.0,400.0,74.0,4.3,1026.3,-18.7,0.0,2.8,23.0
13621323,13621313,13621297,13621343,13621304,13621316,13621330,13621303,13621320,13621328,13621326,11.0,8.0,20.0,500.0,70.0,3.1,1027.4,-18.4,0.0,2.1,20.0
13621364,13621373,13621340,13621366,13621347,13621360,13621366,13621364,13621351,13621363,13621350,8.0,12.0,30.0,500.0,60.0,2.3,1028.3,-18.4,0.0,2.8,14.0
13621393,13621397,13621415,13621393,13621387,13621393,13621407,13621401,13621396,13621379,13621393,11.0,13.0,33.0,600.0,55.0,1.7,1029.1,-17.3,0.0,2.1,17.0
13621431,13621424,13621442,13621431,13621428,13621405,13621424,13621416,13621441,13621416,13621425,12.0,16.0,35.0,500.0,50.0,0.6,1030.1,-16.7,0.0,0.8,18.0
13621462,13621457,13621463,13621467,13621478,13621468,13621451,13621473,13621455,13621456,13621481,15.0,21.0,57.0,700.0,32.0,0.9,1030.5,-17.4,0.0,1.8,19.0
13621497,13621485,13621520,13621497,13621492,13621502,13621484,13621508,13621506,13621505,13621490,24.0,26.0,54.0,600.0,36.0,-0.2,1030.5,-17.4,0.0,1.4,24.0
13621538,13621536,13621534,13621548,13621535,13621538,13621539,13621542,13621535,13621550,13621535,22.0,24.0,44.0,500.0,44.0,-0.4,1031.0,-17.6,0.0,1.4,24.0
13621584,13621580,13621570,13621564,13621573,13621575,13621567,13621555,13621561,13621574,13621571,14.0,21.0,36.0,400.0,50.0,-1.0,1031.3,-17.3,0.0,1.1,17.0
13621585,13621598,13621617,13621607,13621601,13621608,13621587,13621616,13621607,13621611,13621600,13.0,20.0,37.0,400.0,47.0,-1.5,1030.9,-16.9,0.0,1.7,13.0
13621645,13621657,13621627,13621634,13621633,13621645,13621653,13621642,13621642,13621633,13621660,3.0,13.0,34.0,400.0,52.0,-1.4,1030.6,-17.6,0.0,1.4,9.0
13621659,13621681,13621671,13621688,13621681,13621645,13621682,13621682,13621679,13621688,13621680,3.0,18.0,43.0,400.0,43.0,-1.5,1030.8,-17.7,0.0,0.9,7.0
13621710,13621711,13621710,13621716,13621699,13621721,13621743,13621733,13621713,13621724,13621714,9.0,19.0,70.0,500.0,20.0,-1.8,1030.1,-17.5,0.0,2.0,11.0
13621752,13621747,13621750,13621737,13621747,13621749,13621746,13621764,13621767,13621754,13621749,4.0,28.0,46.0,500.0,39.0,-2.5,1029.6,-17.7,0.0,0.7,10.0
13621782,13621770,13621789,13621767,13621793,13621775,13621802,13621791,13621797,13621789,13621792,3.0,34.0,58.0,500.0,27.0,-1.7,1029.8,-17.0,0.0,1.2,11.0
13621820,13621822,13621824,13621828,13621813,13621815,13621837,13621823,13621818,13621820,13621812,3.0,21.0,49.0,500.0,43.0,-0.4,1029.6,-17.6,0.0,1.8,7.0
13621867,13621867,13621877,13621849,13621859,13621857,13621830,13621838,13621871,13621874,13621845,10.0,47.0,62.0,700.0,29.0,0.6,1029.7,-16.7,0.0,1.7,14.0
13621885,13621902,13621888,13621892,13621874,13621887,13621904,13621901,13621897,13621899,13621900,11.0,36.0,60.0,600.0,34.0,1.7,1028.9,-16.3,0.0,1.6,19.0
13621926,13621929,13621925,13621932,13621920,13621931,13621945,13621941,13621937,13621935,13621945,18.0,36.0,70.0,800.0,27.0,2.2,1028.2,-16.8,0.0,3.1,29.0
13621961,13621973,13621966,13621963,13621965,13621965,13621969,13621956,13621977,13621963,13621956,26.0,25.0,76.0,900.0,22.0,2.7,1027.3,-16.4,0.0,2.7,30.0
13622010,13622008,13621984,13622025,13621991,13621992,13622002,13621989,13622004,13622013,13622001,25.0,20.0,57.0,700.0,39.0,3.3,1025.7,-16.4,0.0,1.5,33.0
13622050,13622037,13622036,13622040,13622047,13622044,13622032,13622036,13622024,13622033,13622029,26.0,22.0,54.0,700.0,43.0,3.8,1024.8,-16.0,0.0,1.3,35.0
13622085,13622076,13622072,13622068,13622079,13622070,13622086,13622070,13622078,13622070,13622083,37.0,24.0,55.0,700.0,44.0,3.9,1024.1,-16.5,0.0,1.2,40.0
13622115,13622113,13622101,13622118,13622120,13622108,13622121,13622129,13622111,13622111,13622106,37.0,29.0,63.0,1000.0,38.0,3.5,1023.6,-15.2,0.0,2.5,46.0
13622150,13622145,13622153,13622174,13622142,13622149,13622147,13622167,13622156,13622126,13622141,44.0,45.0,77.0,1200.0,30.0,2.2,1023.4,-13.6,0.0,0.4,58.0
13622182,13622182,13622177,13622196,13622173,13622192,13622185,13622188,13622168,13622168,13622187,54.0,50.0,80.0,1100.0,24.0,1.2,1023.2,-12.3,0.0,0.9,79.0
13622222,13622225,13622223,13622226,13622210,13622213,13622208,13622220,13622238,13622234,13622228,61.0,50.0,97.0,1300.0,10.0,1.5,1022.9,-13.8,0.0,1.2,86.0
13622262,13622253,13622255,13622263,13622252,13622272,13622253,13622257,13622270,13622250,13622238,67.0,54.0,108.0,1399.0,2.0,1.2,1022.9,-14.1,0.0,1.2,96.0
13622273,13622280,13622288,13622275,13622288,13622307,13622291,13622288,13622301,13622276,13622292,74.0,72.0,107.0,1399.0,2.0,0.6,1022.6,-14.2,0.0,1.3,103.0
13622307,13622320,13622316,13622338,13622315,13622334,13622332,13622339,13622348,13622327,13622337,81.0,84.0,110.0,1500.0,3.0,-0.6,1022.3,-13.9,0.0,1.4,113.0
13622366,13622354,13622364,13622371,13622354,13622369,13622362,13622361,13622361,13622356,13622371,93.0,87.0,107.0,1700.0,2.0,-0.8,1021.1,-13.4,0.0,1.3,120.0
13622394,13622401,13622409,13622402,13622407,13622406,13622407,13622405,13622388,13622383,13622401,112.0,73.0,100.0,1899.0,2.0,-1.4,1020.4,-13.0,0.0,1.2,130.0
13622446,13622426,13622422,13622435,13622424,13622433,13622441,13622449,13622409,13622429,13622440,109.0,80.0,101.0,2200.0,2.0,-2.0,1019.4,-13.2,0.0,1.2,132.0
13622476,13622478,13622479,13622493,13622474,13622481,13622481,13622472,13622451,13622455,13622481,110.0,98.0,99.0,2399.0,2.0,-2.8,1018.3,-12.3,0.0,1.4,132.0
13622497,13622505,13622510,13622514,13622514,13622494,13622506,13622498,13622500,13622496,13622498,105.0,88.0,100.0,2500.0,2.0,-2.6,1017.2,-13.2,0.0,1.2,129.0
13622547,13622569,13622547,13622551,13622552,13622537,13622561,13622545,13622533,13622528,13622531,106.0,79.0,92.0,2799.0,2.0,-4.3,1016.9,-11.8,0.0,0.9,136.0
13622580,13622587,13622590,13622572,13622577,13622595,13622556,13622564,13622586,13622587,13622602,101.0,64.0,87.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,0.8,135.0
13622626,13622619,13622615,13622616,13622624,13622623,13622619,13622637,13622620,13622599,13622600,91.0,67.0,87.0,2100.0,2.0,-5.8,1016.2,-11.0,0.0,0.8,142.0
13622649,13622646,13622642,13622657,13622650,13622649,13622643,13622640,13622630,13622650,13622657,79.0,83.0,91.0,2000.0,2.0,-3.1,1016.5,-11.1,0.0,1.5,116.0
13622691,13622681,13622684,13622684,13622679,13622677,13622688,13622680,13622691,13622694,13622679,77.0,123.0,90.0,2299.0,2.0,0.7,1016.2,-13.0,0.0,2.3,110.0
13622726,13622735,13622739,13622726,13622707,13622737,13622721,13622734,13622738,13622728,13622732,83.0,135.0,90.0,2600.0,3.0,3.5,1015.8,-13.8,0.0,0.4,119.0
13622761,13622756,13622743,13622758,13622772,13622771,13622757,13622766,13622763,13622762,13622752,94.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,1.3,122.0
13622786,13622795,13622791,13622789,13622790,13622802,13622789,13622789,13622796,13622804,13622796,96.0,89.0,93.0,1600.0,14.0,11.4,1013.8,-10.8,0.0,0.9,117.0
13622854,13622836,13622834,13622841,13622825,13622815,13622824,13622828,13622805,13622837,13622839,91.0,77.0,99.0,1600.0,14.0,13.8,1012.5,-13.3,0.0,1.1,108.0
13622865,13622871,13622855,13622868,13622877,13622863,13622850,13622881,13622873,13622882,13622875,98.0,50.0,81.0,1200.0,33.0,16.0,1011.5,-13.5,0.0,5.9,134.0
13622905,13622912,13622906,13622901,13622901,13622908,13622901,13622918,13622902,13622893,13622904,72.0,31.0,57.0,900.0,51.0,16.7,1010.8,-14.0,0.0,4.3,106.0
13622936,13622952,13622950,13622936,13622944,13622950,13622954,13622943,13622926,13622928,13622946,48.0,14.0,17.0,500.0,77.0,16.9,1010.5,-12.7,0.0,2.0,114.0
13622977,13622973,13622977,13622979,13622978,13622982,13622973,13622983,13622965,13622980,13622985,28.0,12.0,17.0,400.0,77.0,16.4,1010.6,-15.4,0.0,2.9,100.0
13623010,13623008,13623011,13623014,13623027,13623026,13623011,13623008,13622985,13622999,13623037,26.0,9.0,19.0,400.0,73.0,13.1,1011.1,-10.1,0.0,1.7,103.0
13623060,13623048,13623041,13623049,13623033,13623042,13623043,13623043,13623042,13623036,13623051,24.0,8.0,27.0,500.0,66.0,8.7,1012.3,-11.3,0.0,1.6,82.0
13623078,13623104,13623073,13623079,13623086,13623070,13623078,13623078,13623079,13623074,13623096,19.0,26.0,98.0,1300.0,11.0,12.2,1013.4,-13.7,0.0,2.0,71.0
13623114,13623142,13623123,13623123,13623129,13623120,13623113,13623133,13623112,13623084,13623109,60.0,64.0,135.0,2000.0,4.0,11.7,1013.5,-12.6,0.0,0.9,175.0
13623171,13623147,13623147,13623157,13623164,13623147,13623170,13623140,13623176,13623143,13623168,117.0,28.0,100.0,1100.0,5.0,5.3,1013.6,-10.9,0.0,0.0,181.0
13623158,13623194,13623185,13623190,13623196,13623209,13623191,13623195,13623197,13623173,13623184,54.0,28.0,90.0,1200.0,2.0,3.1,1014.1,-10.2,0.0,1.8,105.0
13623215,13623240,13623236,13623226,13623218,13623229,13623212,13623223,13623247,13623238,13623226,46.0,29.0,84.0,1200.0,2.0,5.2,1014.8,-10.6,0.0,1.7,94.0
13623264,13623259,13623252,13623243,13623262,13623272,13623267,13623263,13623265,13623264,13623271,42.0,51.0,86.0,1300.0,4.0,7.7,1015.7,-11.1,0.0,2.6,83.0
13623304,13623301,13623286,13623287,13623301,13623281,13623281,13623317,13623297,13623288,13623320,49.0,39.0,64.0,1000.0,25.0,8.2,1016.7,-11.7,0.0,2.8,80.0
13623448,13623433,13623436,13623451,13623437,13623447,13623447,13623434,13623461,13623441,13623443,10.0,18.0,45.0,400.0,40.0,2.7,1018.6,-10.9,0.0,0.5,24.0
13623484,13623486,13623471,13623497,13623491,13623465,13623479,13623486,13623473,13623488,13623490,13.0,24.0,65.0,500.0,22.0,3.8,1018.9,-11.4,0.0,2.3,32.0
13623535,13623521,13623497,13623529,13623508,13623498,13623523,13623526,13623509,13623521,13623514,14.0,30.0,70.0,600.0,17.0,6.5,1019.7,-10.7,0.0,2.3,36.0
13623551,13623556,13623538,13623551,13623575,13623563,13623558,13623555,13623556,13623544,13623566,13.0,38.0,70.0,700.0,21.0,9.0,1020.7,-12.2,0.0,3.1,35.0
13623577,13623576,13623581,13623590,13623575,13623586,13623579,13623579,13623580,13623586,13623599,15.0,26.0,36.0,500.0,52.0,10.6,1020.8,-12.1,0.0,1.3,32.0
13623623,13623615,13623639,13623628,13623610,13623626,13623613,13623622,13623618,13623624,13623612,16.0,22.0,36.0,600.0,57.0,11.9,1020.4,-12.4,0.0,2.1,24.0
13623659,13623654,13623675,13623646,13623659,13623667,13623662,13623659,13623664,13623684,13623660,18.0,18.0,27.0,400.0,68.0,13.1,1020.0,-13.0,0.0,3.0,33.0
13623684,13623713,13623684,13623699,13623685,13623697,13623696,13623712,13623708,13623692,13623707,13.0,12.0,14.0,400.0,77.0,14.2,1018.9,-13.9,0.0,2.7,28.0
13623736,13623723,13623747,13623727,13623714,13623728,13623741,13623726,13623728,13623733,13623732,3.0,7.0,12.0,300.0,82.0,15.3,1017.8,-13.0,0.0,2.0,12.0
13623776,13623776,13623787,13623774,13623757,13623764,13623749,13623766,13623752,13623768,13623745,3.0,8.0,13.0,400.0,84.0,15.2,1017.0,-13.1,0.0,0.7,10.0
13623801,13623788,13623806,13623815,13623800,13623792,13623817,13623803,13623802,13623823,13623806,10.0,9.0,15.0,400.0,84.0,15.3,1016.3,-13.0,0.0,2.4,13.0
13623857,13623839,13623829,13623846,13623842,13623818,13623848,13623843,13623854,13623857,13623847,14.0,10.0,34.0,500.0,70.0,14.5,1015.7,-13.7,0.0,2.6,20.0
13623874,13623869,13623872,13623878,13623871,13623885,13623863,13623873,13623873,13623892,13623861,20.0,14.0,40.0,500.0,78.0,12.7,1015.9,-11.8,0.0,2.6,33.0
13623918,13623909,13623912,13623909,13623903,13623909,13623921,13623911,13623912,13623912,13623923,25.0,13.0,43.0,600.0,75.0,11.6,1016.5,-11.3,0.0,3.4,44.0
13623951,13623963,13623951,13623946,13623942,13623974,13623936,13623930,13623933,13623943,13623939,31.0,17.0,61.0,700.0,53.0,10.9,1016.6,-10.6,0.0,3.5,63.0
13623975,13623966,13623998,13623984,13623989,13623974,13623984,13623984,13623982,13623985,13623992,34.0,18.0,76.0,800.0,40.0,9.9,1016.9,-10.3,0.0,3.1,84.0
13624018,13624016,13624029,13624022,13624017,13624007,13624011,13624019,13624014,13624021,13624023,40.0,40.0,76.0,800.0,39.0,8.4,1016.9,-10.0,0.0,2.1,85.0
13624036,13624060,13624047,13624065,13624050,13624047,13624061,13624058,13624050,13624050,13624043,51.0,46.0,85.0,1000.0,31.0,8.6,1016.3,-9.9,0.0,2.4,91.0
13624109,13624091,13624103,13624076,13624090,13624094,13624103,13624099,13624075,13624099,13624090,58.0,46.0,86.0,1100.0,84.0,7.7,1015.7,-9.3,0.0,2.1,94.0
13624121,13624127,13624117,13624131,13624124,13624115,13624129,13624122,13624124,13624124,13624127,71.0,66.0,78.0,1100.0,84.0,4.7,1015.2,-9.1,0.0,1.6,108.0
13624169,13624185,13624167,13624151,13624156,13624159,13624153,13624146,13624171,13624187,13624158,91.0,75.0,75.0,1200.0,84.0,1.1,1014.7,-7.9,0.0,0.0,127.0
13624194,13624191,13624190,13624199,13624190,13624215,13624205,13624196,13624196,13624203,13624205,100.0,58.0,79.0,1200.0,84.0,-0.6,1014.4,-8.1,0.0,0.0,129.0
13624238,13624234,13624240,13624238,13624239,13624231,13624234,13624231,13624236,13624233,13624238,103.0,66.0,83.0,1399.0,84.0,0.2,1014.0,-8.8,0.0,1.2,130.0
13624264,13624274,13624276,13624282,13624271,13624268,13624274,13624274,13624281,13624279,13624265,115.0,76.0,92.0,2299.0,84.0,1.8,1013.7,-9.5,0.0,1.5,151.0
13624297,13624315,13624314,13624336,13624305,13624301,13624308,13624323,13624305,13624306,13624324,117.0,91.0,91.0,2399.0,84.0,0.6,1013.9,-9.4,0.0,0.8,153.0
13624358,13624357,13624318,13624346,13624341,13624355,13624343,13624340,13624333,13624339,13624356,104.0,94.0,89.0,2200.0,84.0,-0.2,1013.4,-8.6,0.0,1.3,145.0
13624383,13624388,13624363,13624368,13624370,13624389,13624369,13624392,13624404,13624387,13624367,106.0,82.0,87.0,2299.0,84.0,2.9,1013.4,-9.1,0.0,1.3,146.0
13624411,13624409,13624416,13624405,13624416,13624420,13624434,13624412,13624423,13624398,13624422,111.0,101.0,87.0,2399.0,84.0,5.1,1013.4,-9.1,0.0,1.2,147.0
13624449,13624454,13624450,13624452,13624450,13624446,13624435,13624466,13624452,13624459,13624465,114.0,114.0,92.0,2899.0,84.0,7.7,1012.8,-8.4,0.0,1.5,159.0
13624489,13624480,13624503,13624487,13624489,13624488,13624506,13624501,13624491,13624471,13624494,131.0,107.0,104.0,2700.0,84.0,9.4,1012.0,-8.2,0.0,1.5,177.0
13624533,13624535,13624534,13624534,13624515,13624511,13624497,13624522,13624521,13624517,13624518,138.0,109.0,115.0,2299.0,84.0,10.6,1011.1,-8.1,0.0,1.4,184.0
13624555,13624562,13624557,13624551,13624570,13624558,13624571,13624570,13624570,13624554,13624566,142.0,104.0,136.0,2299.0,15.0,11.9,1009.7,-7.5,0.0,1.3,184.0
13624591,13624594,13624597,13624607,13624598,13624599,13624582,13624590,13624591,13624596,13624591,163.0,94.0,147.0,2200.0,84.0,12.6,1008.5,-8.0,0.0,1.0,193.0
13624643,13624614,13624631,13624625,13624616,13624634,13624632,13624610,13624620,13624622,13624618,168.0,85.0,158.0,2100.0,84.0,13.5,1007.7,-7.8,0.0,1.4,182.0
13624654,13624658,13624673,13624669,13624672,13624660,13624673,13624664,13624672,13624680,13624682,165.0,85.0,172.0,2200.0,78.0,13.8,1007.2,-7.6,0.0,1.2,171.0
13624700,13624699,13624706,13624695,13624692,13624708,13624702,13624708,13624681,13624700,13624704,166.0,97.0,194.0,2700.0,78.0,13.2,1007.1,-7.0,0.0,2.0,186.0
13624738,13624750,13624746,13624727,13624728,13624750,13624745,13624741,13624737,13624727,13624733,190.0,101.0,204.0,2799.0,75.0,12.1,1007.7,-6.4,0.0,1.6,218.0
13624781,13624782,13624775,13624774,13624773,13624774,13624759,13624770,13624785,13624780,13624790,203.0,107.0,197.0,2500.0,53.0,9.0,1008.2,-5.7,0.0,1.4,248.0
13624813,13624805,13624825,13624818,13624813,13624823,13624814,13624818,13624815,13624821,13624802,210.0,103.0,188.0,2200.0,40.0,5.3,1008.5,-4.8,0.0,0.0,255.0
13624849,13624859,13624854,13624846,13624854,13624844,13624838,13624836,13624839,13624831,13624840,205.0,106.0,189.0,2500.0,39.0,3.3,1008.7,-4.7,0.0,0.2,244.0
13624878,13624886,13624890,13624893,13624902,13624874,13624880,13624872,13624886,13624870,13624871,215.0,93.0,178.0,3100.0,31.0,2.9,1009.0,-4.6,0.0,1.2,252.0
13624922,13624944,13624920,13624924,13624897,13624931,13624931,13624922,13624899,13624930,13624910,219.0,92.0,169.0,3200.0,29.0,5.2,1008.9,-6.1,0.0,1.1,253.0
13624970,13624955,13624974,13624965,13624957,13624959,13624966,13624942,13624949,13624959,13624950,226.0,147.0,184.0,4400.0,29.0,4.9,1008.4,-6.1,0.0,1.4,269.0
13625009,13624997,13624985,13624987,13625006,13624986,13624982,13625000,13624999,13624973,13625000,284.0,133.0,174.0,4000.0,28.0,4.9,1008.5,-6.4,0.0,1.2,315.0
13625030,13625018,13625030,13625023,13625050,13625019,13625040,13625026,13625036,13625038,13625039,272.0,131.0,166.0,4000.0,22.0,4.8,1008.3,-5.9,0.0,1.5,300.0
13625059,13625064,13625070,13625058,13625065,13625057,13625052,13625046,13625066,13625057,13625058,242.0,109.0,146.0,3200.0,22.0,4.1,1007.8,-5.9,0.0,1.9,265.0
13625079,13625105,13625116,13625089,13625102,13625102,13625116,13625084,13625095,13625084,13625119,212.0,90.0,141.0,2600.0,22.0,4.0,1007.6,-6.3,0.0,1.9,229.0
13625177,13625183,13625185,13625162,13625165,13625156,13625161,13625184,13625177,13625188,13625188,188.0,92.0,143.0,2500.0,22.0,4.1,1007.8,-5.7,0.0,1.6,194.0
13625205,13625198,13625212,13625196,13625196,13625217,13625215,13625194,13625197,13625220,13625199,186.0,94.0,131.0,2600.0,22.0,4.5,1008.4,-5.3,0.0,2.0,194.0
13625234,13625245,13625240,13625247,13625239,13625238,13625255,13625241,13625244,13625241,13625246,188.0,92.0,129.0,2700.0,22.0,5.7,1009.3,-5.0,0.0,1.7,196.0
13625264,13625281,13625269,13625283,13625285,13625273,13625273,13625265,13625279,13625272,13625274,194.0,102.0,113.0,2500.0,22.0,6.6,1009.3,-4.8,0.0,1.7,205.0
13625309,13625304,13625327,13625327,13625303,13625320,13625331,13625289,13625313,13625307,13625313,184.0,98.0,102.0,2399.0,22.0,7.5,1009.1,-4.6,0.0,1.7,198.0
13625369,13625355,13625361,13625338,13625357,13625343,13625334,13625347,13625354,13625340,13625348,175.0,107.0,103.0,2600.0,22.0,8.7,1008.6,-4.5,0.0,1.5,198.0
13625382,13625387,13625378,13625377,13625370,13625401,13625384,13625398,13625376,13625386,13625384,179.0,119.0,105.0,2399.0,22.0,10.1,1007.7,-4.7,0.0,1.4,212.0
13625427,13625431,13625427,13625427,13625426,13625422,13625403,13625404,13625419,13625417,13625431,192.0,124.0,113.0,2299.0,22.0,11.1,1006.9,-4.2,0.0,0.4,219.0
13625471,13625447,13625469,13625460,13625455,13625474,13625459,13625459,13625459,13625442,13625452,201.0,126.0,136.0,2700.0,22.0,12.6,1005.8,-3.7,0.0,1.5,233.0
13625502,13625488,13625496,13625495,13625493,13625494,13625496,13625482,13625488,13625490,13625506,230.0,130.0,146.0,2799.0,14.0,14.5,1005.5,-3.3,0.0,1.6,265.0
13625525,13625534,13625537,13625532,13625530,13625531,13625537,13625537,13625540,13625523,13625550,246.0,140.0,157.0,2899.0,10.0,14.7,1005.5,-3.2,0.0,2.5,277.0
13625567,13625558,13625554,13625570,13625559,13625558,13625572,13625567,13625584,13625562,13625570,248.0,154.0,146.0,2799.0,17.0,14.2,1005.5,-3.2,0.0,1.4,285.0
13625608,13625598,13625609,13625605,13625599,13625599,13625605,13625608,13625609,13625601,13625610,230.0,145.0,171.0,3200.0,17.0,11.6,1005.9,-3.4,0.0,1.1,276.0
13625633,13625644,13625636,13625642,13625646,13625643,13625628,13625644,13625650,13625645,13625631,239.0,142.0,177.0,3500.0,17.0,6.8,1006.8,-2.9,0.0,0.9,291.0
13625682,13625668,13625667,13625667,13625681,13625663,13625661,13625674,13625660,13625692,13625683,242.0,124.0,164.0,3700.0,17.0,5.1,1007.6,-2.5,0.0,1.2,338.0
13625705,13625731,13625728,13625703,13625718,13625722,13625707,13625709,13625710,13625698,13625718,254.0,107.0,154.0,4200.0,17.0,4.4,1008.2,-2.5,0.0,1.1,396.0
13625743,13625738,13625741,13625738,13625749,13625736,13625759,13625727,13625765,13625744,13625734,266.0,117.0,159.0,3799.0,17.0,3.8,1007.7,-2.2,0.0,1.9,380.0
13625794,13625797,13625790,13625798,13625769,13625785,13625783,13625773,13625780,13625793,13625803,254.0,111.0,148.0,4099.0,17.0,2.4,1007.3,-2.5,0.0,1.2,335.0
13625824,13625811,13625809,13625829,13625819,13625813,13625840,13625835,13625825,13625828,13625810,260.0,119.0,145.0,4000.0,17.0,2.3,1007.2,-2.4,0.0,1.3,360.0
13625847,13625857,13625859,13625847,13625857,13625863,13625844,13625842,13625861,13625873,13625873,250.0,102.0,139.0,4000.0,17.0,1.5,1007.1,-2.6,0.0,0.8,319.0
13625906,13625890,13625874,13625876,13625890,13625905,13625872,13625902,13625887,13625880,13625889,240.0,91.0,127.0,4000.0,17.0,0.7,1007.1,-2.7,0.0,1.2,297.0
13625914,13625914,13625921,13625917,13625937,13625942,13625917,13625910,13625915,13625931,13625920,238.0,83.0,133.0,4000.0,17.0,1.5,1006.9,-2.5,0.0,0.6,294.0
13625955,13625955,13625971,13625975,13625967,13625951,13625982,13625964,13625969,13625957,13625954,243.0,86.0,121.0,4099.0,17.0,0.3,1006.5,-2.7,0.0,1.7,293.0
13625983,13626010,13625983,13626001,13625998,13626000,13626001,13626001,13625984,13625994,13625977,246.0,57.0,113.0,5000.0,17.0,-0.9,1006.4,-3.3,0.0,0.5,304.0
13626020,13626045,13626045,13626040,13626050,13626047,13626035,13626055,13626042,13626042,13626043,275.0,46.0,103.0,5599.0,17.0,1.6,1006.7,-1.5,0.0,1.7,337.0
13626083,13626067,13626087,13626075,13626076,13626073,13626081,13626079,13626075,13626063,13626053,306.0,41.0,114.0,5700.0,17.0,0.3,1006.6,-2.7,0.0,0.4,366.0
13626107,13626120,13626110,13626104,13626109,13626105,13626120,13626109,13626105,13626100,13626117,320.0,46.0,124.0,4599.0,17.0,2.4,1006.8,-1.4,0.0,1.5,374.0
13626150,13626149,13626142,13626134,13626141,13626133,13626143,13626121,13626143,13626131,13626149,292.0,78.0,106.0,3700.0,17.0,8.3,1006.5,-1.0,0.0,0.8,344.0
13626175,13626172,13626179,13626180,13626179,13626186,13626189,13626165,13626162,13626191,13626161,251.0,182.0,116.0,3299.0,17.0,10.1,1006.1,-0.7,0.0,0.6,282.0
13626215,13626203,13626211,13626210,13626230,13626219,13626203,13626217,13626209,13626210,13626213,228.0,166.0,135.0,3200.0,17.0,12.7,1005.5,-1.6,0.0,1.2,255.0
